DeviceID = e00fce6838cebdf42fc24391	Firmware Version = 1.5.2	Software Version = 0.0.0
1605594482,0.039063,-0.781441,3.828125,64.859581,69.165039,14.106827,3.000000,2.000000,1.000000,13.938599,66.085815,0.000000,400.000000,12212.000000,17169.000000,13.719635,66.215515,0.000000,400.000000,12133.000000,17077.000000,1487.250000,2497.875000,12.750000,1489.500000,2498.250000,12.562500
1605595681,0.312500,-0.390720,3.828125,75.799759,64.698792,14.365845,2.000000,1.000000,1.000000,14.157562,65.623474,0.000000,400.000000,12550.000000,17475.000000,13.540726,65.966797,0.000000,400.000000,12556.000000,17433.000000,1492.687500,2498.062500,12.750000,1490.625000,2498.062500,12.562500
1605596881,0.312500,-0.781441,3.828125,75.799759,63.902283,14.357834,2.000000,1.000000,1.000000,14.186935,65.444946,0.000000,400.000000,12697.000000,17619.000000,13.666229,65.951538,0.000000,402.000000,12764.000000,17624.000000,1495.500000,2498.062500,12.750000,1493.812500,2498.062500,12.562500
1605597847,0.351563,-0.390720,3.828125,65.641029,63.731384,14.216309,0.000000,0.000000,0.000000,14.186935,65.193176,0.000000,400.000000,12815.000000,17731.000000,13.540726,65.853882,0.000000,400.000000,12904.000000,17759.000000,1493.812500,2497.875000,12.750000,1490.250000,2498.062500,12.562500
1605598793,0.351563,-0.781441,3.828125,64.859581,63.662720,13.911896,0.000000,0.000000,0.000000,14.109497,64.964294,0.000000,400.000000,12874.000000,17784.000000,13.415222,65.776062,0.000000,400.000000,12973.000000,17831.000000,1489.687500,2497.875000,12.750000,1485.750000,2498.062500,12.562500
1605599740,0.351563,-0.390720,3.828125,65.641029,63.735962,13.981323,0.000000,0.000000,0.000000,13.938599,65.032959,0.000000,402.000000,12909.000000,17827.000000,13.276367,65.830994,0.000000,400.000000,13024.000000,17887.000000,1485.750000,2497.875000,12.750000,1481.812500,2498.062500,12.562500
1605600687,0.312500,-0.390720,3.828125,65.641029,63.845825,13.628845,0.000000,0.000000,0.000000,13.692932,65.066528,0.000000,400.000000,12932.000000,17847.000000,13.190918,65.853882,0.000000,400.000000,13051.000000,17920.000000,1482.187500,2498.062500,12.750000,1478.437500,2497.875000,12.562500
1605601652,0.312500,-0.781441,3.828125,65.641029,63.735962,13.658218,0.000000,0.000000,0.000000,13.708954,64.901733,0.000000,401.000000,12958.000000,17868.000000,13.134842,65.841675,0.000000,401.000000,13072.000000,17944.000000,1479.000000,2497.875000,12.750000,1476.000000,2498.250000,12.562500
1605602598,0.312500,-0.390720,3.828125,66.422470,63.870239,13.479309,0.000000,0.000000,0.000000,13.551407,64.819336,0.000000,405.000000,12972.000000,17888.000000,12.977295,65.803528,0.000000,400.000000,13079.000000,17957.000000,1475.625000,2497.687500,12.750000,1473.375000,2498.250000,12.562500
1605603545,0.312500,-0.781441,3.828125,65.641029,63.841248,13.353806,0.000000,0.000000,0.000000,13.433914,64.968872,0.000000,400.000000,12977.000000,17882.000000,12.854462,65.776062,0.000000,400.000000,13084.000000,17964.000000,1473.187500,2497.875000,12.750000,1471.125000,2497.687500,12.562500
